Fitness,Location
0.5541766502591388,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
0.5463866341241784,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)"
0.5184267533406358,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)"
0.5106367372056756,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)"
0.5328252513945595,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)"
0.5250352352595993,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)"
0.49707535447605655,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)"
0.48928533834109633,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)"
0.5188736676763971,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)"
0.5110836515414368,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)"
0.4831237707578941,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)"
0.4753337546229338,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)"
0.4975222688118177,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)"
0.48973225267685744,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)"
0.4617723718933148,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)"
0.45398235575835455,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)"
0.5065508843448658,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)"
0.4987608682099056,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)"
0.470800987426363,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)"
0.46301097129140273,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)"
0.4851994854802867,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)"
0.47740946934532646,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)"
0.44944958856178374,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)"
0.44165957242682347,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)"
0.4712479017621242,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)"
0.46345788562716395,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)"
0.4354980048436213,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)"
0.4277079887086609,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)"
