_id,name,timeoutType,timeoutInSeconds,timeoutStrategy,timeoutBots,extendCount,createdAt,archivedAt
JxYSPwPpN9dWN3xYs,default,lobby,300,fail,,,2020-12-07T19:28:43Z,
