,0000101101,0010111101,0011100111,0011110101,0100010001,0101111111,1000011101,1100111111,1111111111
0000101101,0,0,0,0,0,8,0,0,2
0010111101,0,3,0,1,0,3,1,0,2
0011100111,0,2,2,0,0,6,0,0,0
0011110101,0,0,0,0,0,5,0,0,5
0100010001,0,0,0,0,1,4,0,3,2
0101111111,0,0,0,0,0,8,0,0,2
1000011101,0,0,0,0,0,3,2,2,3
1100111111,0,0,0,0,0,2,0,3,5
1111111111,0,0,0,0,0,4,0,0,6
