,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.1766862660503987,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.14932881765811337,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.18192437425107122,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.05380036103390524,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.2326439232896718,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.25658815548305997,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.26256505906803945,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.09419064382556144,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.2292326968509535,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.1141938708023486,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.2494896823013826,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.1990357930656388,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.3499848337118635,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.2300433788753917,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.46654857292622365,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.20827502228423947,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.11749650271029391,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.19543856328513037,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.2919671943389964,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.25561754297600003,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.3589830559956553,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.24354124623372292,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.2851495979664006,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.11261653729734385,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.3348792764231521,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.37555577460014344,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.42508789398197977,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.23076225697564812,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
0000011101,0.39796718431178174,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",0
0000011110,0.43022790724492704,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",0
0000011111,0.5487098485723004,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",0
0000100000,0.08065237584065325,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
0000100001,0.16053469298079834,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0
0000100010,0.3304064411731938,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0
0000100011,0.257424580923905,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1)",0
0000100100,0.3073296944349244,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
