,0000111001,0001111111,0010101100,0010110110,0100111010,0101100000,0101101111,1000100001,1000110011,1001100000,1010011010,1011110110,1101000001,1110001111,1111100111,1111110011,1111111111
0000111001,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0001111111,0,6,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
0010101100,0,3,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0
0010110110,2,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
0100111010,4,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
0101100000,1,2,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0
0101101111,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1000100001,0,2,0,0,0,0,1,3,1,0,0,2,0,0,0,0,1
1000110011,1,2,0,0,0,0,1,1,1,0,0,3,0,0,0,0,1
1001100000,0,0,0,0,0,0,5,1,0,0,0,2,1,0,0,0,1
1010011010,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1
1011110110,0,0,0,0,0,0,1,0,0,0,0,5,0,0,3,0,1
1101000001,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3
1110001111,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,0,1
1111100111,0,1,0,0,0,0,4,0,0,0,0,4,0,0,1,0,0
1111110011,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3
1111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3
