,0000111011,0010101101,0011000100,0110001011,0110110011,0111000000,0111110010,1000000100,1001011010,1001111101,1010010011,1100101100,1100111101,1110111100,1111011010,1111111001,1111111111
0000111011,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
0010101101,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0011000100,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
0110001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0110110011,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5
0111000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0111110010,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5
1000000100,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,5
1001011010,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4
1001111101,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1010010011,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8
1100101100,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5
1100111101,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4
1110111100,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
1111011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
1111111001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8
1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
