,0111001000,0111011111,1010001000,1100011011,1100111110,1110001011,1111111111
0111001000,0,9,0,0,0,1,0
0111011111,0,10,0,0,0,0,0
1010001000,1,2,0,0,0,1,6
1100011011,0,4,0,2,0,0,4
1100111110,0,3,0,0,1,0,6
1110001011,0,3,0,0,0,1,6
1111111111,0,2,0,0,1,0,7
