,0000100100,0001001101,0010101111,0010111011,0101101001,0101111000,0110011111,0111011010,0111111110,1011101100,1011110011,1100011110,1111001010,1111100100,1111111111
0000100100,2,0,2,0,0,0,0,0,4,0,0,0,0,0,2
0001001101,0,0,5,0,0,0,2,0,3,0,0,0,0,0,0
0010101111,2,0,3,0,0,0,0,0,3,0,0,0,0,0,2
0010111011,0,0,2,4,0,0,0,0,3,0,0,0,0,0,1
0101101001,0,1,0,0,1,0,3,0,3,0,0,0,1,0,1
0101111000,0,0,1,0,0,0,3,0,1,0,0,0,0,0,5
0110011111,0,0,0,1,0,0,5,0,2,0,0,0,0,0,2
0111011010,0,0,0,1,0,0,5,0,2,0,0,0,1,0,1
0111111110,0,0,0,0,0,0,1,1,6,0,0,0,2,0,0
1011101100,0,2,0,0,0,0,0,0,4,0,0,0,0,0,4
1011110011,0,0,0,3,0,0,0,0,1,0,2,0,0,0,4
1100011110,0,0,0,0,0,0,3,0,2,0,0,1,1,0,3
1111001010,0,0,0,1,0,0,2,0,0,0,0,0,0,0,7
1111100100,0,0,1,0,0,0,2,0,3,0,0,0,0,0,4
1111111111,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7
