,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.14505802752111677,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.11706492161319786,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.22681691783611996,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.09826802763455114,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.21252491902881204,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.25766911379566604,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.33768912553700303,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.08501320147286319,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.14249302282401238,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.18368642984002587,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.34679701614920394,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.21121139989394788,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.3043546485670934,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.31372685862126093,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.43196541323174464,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.13232359729512647,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.15070086368078472,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.21803360668599758,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.25637341431757,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.17630402159768893,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.3531764756073411,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.35779772258902975,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
