,0000101111,0000110010,0011000011,0011001100,0101000001,0101011001,0101101001,1000110110,1001001101,1001010011,1001010100,1011000001,1101011111,1110011111,1110111011,1111001001,1111100000,1111101100,1111111111
0000101111,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0000110010,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0011000011,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0011001100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
0101000001,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4
0101011001,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,3
0101101001,3,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,2
1000110110,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8
1001001101,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7
1001010011,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2
1001010100,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,5
1011000001,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
1101011111,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,6
1110011111,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,3
1110111011,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
1111001001,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,0,2
1111100000,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,5
1111101100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7
1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7
