,0001000100,0001100001,0011101010,0110010001,0111111000,0111111110,1000011101,1000101111,1101010001,1111011110,1111111111
0001000100,0,0,0,0,0,8,0,0,0,0,2
0001100001,0,2,0,0,0,5,0,0,0,0,3
0011101010,0,1,0,0,0,7,0,0,0,0,2
0110010001,0,0,0,1,0,9,0,0,0,0,0
0111111000,0,0,1,0,0,8,0,0,0,0,1
0111111110,0,0,0,0,1,5,0,0,0,1,3
1000011101,0,0,0,0,0,3,3,1,0,0,3
1000101111,0,0,0,0,0,3,1,6,0,0,0
1101010001,0,0,0,0,0,0,0,0,0,0,10
1111011110,0,0,0,0,0,4,1,0,0,1,4
1111111111,0,0,0,0,0,1,0,0,0,2,7
