,0000101000,0001010111,0001100111,0010111110,0011101110,0100111101,0111011100,1000000101,1001110100,1011011000,1100011100,1101100011,1101111001,1110011011,1111010000,1111011101,1111111111
0000101000,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0001010111,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0001100111,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0010111110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
0011101110,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8
0100111101,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
0111011100,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,6
1000000101,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1001110100,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6
1011011000,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
1100011100,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,4
1101100011,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,6
1101111001,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7
1110011011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1111010000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,6
1111011101,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5
1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
