,0001110101,0011100111,0111100011,0111101100,1001000010,1010011101,1010111000,1011011010,1011110011,1100111101,1101100000,1110000010,1110101011,1111000011,1111111111
0001110101,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6
0011100111,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6
0111100011,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8
0111101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1001000010,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7
1010011101,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1010111000,0,0,0,0,0,2,0,0,0,1,0,0,0,0,7
1011011010,0,0,0,0,1,3,0,0,0,0,0,0,1,0,5
1011110011,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7
1100111101,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8
1101100000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8
1110000010,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7
1110101011,0,0,0,1,0,1,0,0,0,3,0,0,1,0,4
1111000011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
