,0011110111,0011111000,0101010101,0110101110,0111000010,1100111101,1111111111
0011110111,0,0,0,0,0,0,10
0011111000,2,0,0,0,0,0,8
0101010101,0,0,1,0,0,0,9
0110101110,0,0,0,0,0,0,10
0111000010,0,0,0,0,1,0,9
1100111101,0,0,0,0,0,0,10
1111111111,1,0,0,0,0,0,9
