,0011000110,0011100010,0100101010,0101111101,1001000010,1001000100,1001001111,1001011101,1001101011,1100110000,1101101010,1110000100,1111010011,1111111111
0011000110,0,0,0,1,1,0,0,0,0,0,0,0,0,8
0011100010,0,0,0,1,0,0,0,0,0,0,0,0,0,9
0100101010,0,0,0,0,0,0,0,0,1,0,0,0,0,9
0101111101,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1001000010,0,0,0,0,0,1,2,0,0,0,0,0,0,7
1001000100,0,0,0,0,0,1,4,0,0,0,0,1,0,4
1001001111,0,0,0,0,0,0,5,0,1,0,0,0,0,4
1001011101,0,0,0,1,0,0,2,0,0,0,0,0,0,7
1001101011,0,0,0,0,0,0,0,0,0,0,1,0,0,9
1100110000,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1101101010,0,0,0,0,0,0,0,0,2,0,0,0,0,8
1110000100,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1111010011,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,10
