,0001111011,0100000111,0101011011,0111111110,1001000011,1100101100,1111000000,1111111111
0001111011,0,0,0,1,0,0,0,9
0100000111,0,2,0,0,0,0,0,8
0101011011,2,0,1,0,0,0,0,7
0111111110,0,0,0,0,0,0,0,10
1001000011,0,0,0,0,3,0,0,7
1100101100,0,0,0,0,0,0,0,10
1111000000,0,0,1,0,4,0,0,5
1111111111,0,0,0,2,0,0,0,8
