,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.059730235618619155,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.08653344547001433,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.2160175587066981,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.14068583574167554,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.19928120215558986,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.1034221445014826,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.3493190439925536,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.1523973266972383,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.1784507636915108,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.2172603229869549,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.2966326995776133,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.2157443314356412,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.2929992421179404,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.26107179052649304,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.4065706654853144,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.100141012576502,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.12457367893672655,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.2166248515571872,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.3653873820936273,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.24807254631477282,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.2820846958676311,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.3104303887071687,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.41237598876344245,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.13221516670590916,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.34154061053532897,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.3000977629159337,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.5270692519263189,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.3154554290056014,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
0000011101,0.30557985964827705,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",0
0000011110,0.37663402828562675,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",0
0000011111,0.4829885480132698,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",0
0000100000,0.1511359693655857,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
0000100001,0.2291004223425751,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0
0000100010,0.16226180428556974,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0
