,0011101101,0110001010,0111000111,1101001101,1111001011,1111100010,1111101101,1111111111
0011101101,1,0,0,0,0,0,0,9
0110001010,0,1,3,0,0,0,0,6
0111000111,0,0,1,0,1,0,2,6
1101001101,0,0,4,2,0,0,1,3
1111001011,0,0,1,2,0,1,0,6
1111100010,1,1,3,0,0,0,0,5
1111101101,1,0,2,2,0,0,0,5
1111111111,0,0,0,0,0,0,3,7
