,0111010100,0111110110,0111111010,1000101101,1000111001,1000111010,1001011110,1010011011,1010101001,1011111011,1100110110,1101001110,1111111111
0111010100,0,1,0,0,0,0,0,0,0,0,0,0,9
0111110110,1,0,1,0,0,0,0,0,0,0,0,0,8
0111111010,0,0,0,0,0,0,0,0,0,0,0,0,10
1000101101,0,0,0,0,0,0,0,0,0,0,0,0,10
1000111001,0,0,0,1,0,0,0,0,0,0,0,0,9
1000111010,0,0,0,0,0,0,0,0,0,1,0,0,9
1001011110,0,0,0,0,0,1,1,1,0,0,0,0,7
1010011011,0,0,0,0,0,0,0,1,0,1,0,0,8
1010101001,0,0,0,0,0,0,0,0,0,0,0,0,10
1011111011,0,0,0,0,0,0,0,1,0,0,0,0,9
1100110110,0,1,0,0,0,0,0,0,0,0,1,0,8
1101001110,0,0,0,0,0,0,0,0,0,0,0,1,9
1111111111,0,0,0,0,0,0,0,0,0,0,0,0,10
