,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.07928002543756246,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.09173890194608801,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.17787073356792787,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.09276650575458882,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.1395096223462296,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.12333727282692286,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.287787264426731,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.08390792921772725,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.18869910106600127,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.25768759774846617,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.3835938469185057,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.22536915846502242,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.35999130064809837,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.2899681410804755,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.4245882352883039,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.06762802233446207,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.18248885839704776,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.1865026558606813,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.3729566413173794,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.17816900637591523,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.3136863110117398,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
