,0101011000,1010001001,1011100001,1011100100,1100000110,1100001111,1100101011,1111111111
0101011000,0,0,0,0,0,0,0,10
1010001001,0,1,0,0,0,0,0,9
1011100001,0,0,1,1,0,0,0,8
1011100100,0,0,0,2,0,0,0,8
1100000110,0,0,0,0,1,3,0,6
1100001111,0,0,0,0,2,2,0,6
1100101011,0,0,0,0,0,2,1,7
1111111111,0,0,0,0,0,0,0,10
