,0010011101,0011001110,0100011111,0101100011,0111110100,1001100010,1010110001,1100111111,1101011100,1101011111,1101101110,1110110000,1111111111
0010011101,5,0,2,0,0,0,0,0,0,0,0,0,3
0011001110,5,1,0,0,0,0,0,0,0,0,0,0,4
0100011111,0,0,4,0,0,0,0,1,0,1,0,0,4
0101100011,0,0,2,2,0,0,0,0,0,0,0,0,6
0111110100,0,0,0,1,0,0,0,0,0,0,0,0,9
1001100010,2,0,0,2,0,0,0,1,0,0,0,0,5
1010110001,0,0,0,0,0,0,0,0,0,0,0,0,10
1100111111,0,0,1,0,0,0,0,1,0,0,0,0,8
1101011100,0,0,1,0,0,0,0,2,1,2,0,0,4
1101011111,0,0,0,0,0,0,0,2,1,2,0,0,5
1101101110,0,0,0,0,0,0,0,2,1,0,0,0,7
1110110000,0,0,0,0,0,2,0,0,0,0,0,0,8
1111111111,0,0,0,0,0,0,0,3,0,0,0,0,7
