,0001101111,0010100100,0010110010,0010111000,0011111010,0100101111,0111010011,0111101010,1001110101,1010010101,1011101111,1101010111,1101101001,1101111010,1110010011,1111100101,1111111111
0001101111,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5
0010100100,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
0010110010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0010111000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8
0011111010,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3
0100101111,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5
0111010011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0111101010,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4
1001110101,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,5
1010010101,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7
1011101111,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7
1101010111,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4
1101101001,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,1,2
1101111010,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
1110010011,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7
1111100101,1,0,0,0,0,1,0,0,1,0,4,1,1,0,0,0,1
1111111111,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8
