,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.10018364536223125,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.1175836331131244,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.19105742985279586,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.06776934086141861,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.22832507659866896,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.11671840027525299,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.3201902089650512,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.0423277220398871,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.12996274075438316,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.14688068920315672,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.2320346446770649,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.1427611692135348,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.23147722304019747,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.3160111207917489,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.42029137791574867,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.09529803966666708,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.2384176778914795,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.27818535611825057,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.32670876070361854,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.13203918619818067,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.2932638164575514,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.408393131801987,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.39830985268310926,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.21668646885099999,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.2028314504086022,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.24463105342014593,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.46842678806681853,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.2707732257227509,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
0000011101,0.4181497595991674,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",0
0000011110,0.47568773267550535,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",0
0000011111,0.5107258354275233,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",0
0000100000,0.05113709676314144,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
0000100001,0.22574514818780178,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0
0000100010,0.2030752723825059,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0
0000100011,0.3761199296920712,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1)",0
0000100100,0.2843928244204685,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
0000100101,0.30946943830806956,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1)",0
0000100110,0.3181015251965765,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0)",0
0000100111,0.5308928399192724,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1)",0
0000101000,0.18066749551648836,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0
0000101001,0.23163883642900285,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 1)",0
0000101010,0.3181899190875478,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0)",0
0000101011,0.44935908274111647,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 1)",0
0000101100,0.1899039305033019,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0)",0
0000101101,0.3310408248196695,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 1)",0
0000101110,0.358674514933484,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0)",0
0000101111,0.4949004124481279,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 1)",0
0000110000,0.18636450738400687,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",0
0000110001,0.29903884319090585,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 1)",0
0000110010,0.34989839404703194,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0)",0
0000110011,0.5701636549193311,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 1)",1
0000110100,0.324073148213026,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0
0000110101,0.46210604746178147,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 1)",0
0000110110,0.36654826487259795,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 0)",0
0000110111,0.44832252870496614,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 1)",0
0000111000,0.18653093272243948,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 0)",0
0000111001,0.38688291536888997,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 1)",0
0000111010,0.3935560307977483,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 0)",0
0000111011,0.4640987700607465,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 1)",0
0000111100,0.37077249239056476,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 0)",0
0000111101,0.5627974508929285,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 1)",0
0000111110,0.49090706205895646,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 0)",0
0000111111,0.6334502359399498,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 1)",0
0001000000,0.1331962037548263,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0
0001000001,0.1994128361113304,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",0
0001000010,0.15515605777344244,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",0
0001000011,0.3542010398710226,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 1)",0
0001000100,0.11046228857730273,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 0)",0
0001000101,0.4388506916143956,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 1)",0
0001000110,0.12443672363085861,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 0)",0
0001000111,0.43053268806574774,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 1)",0
0001001000,0.1955748485488749,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0
0001001001,0.3161523093577609,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 1)",0
0001001010,0.33877944448825664,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 0)",0
0001001011,0.41788685021015726,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 1)",0
0001001100,0.3309888706630741,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 0)",0
0001001101,0.44110623983790453,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 1)",0
0001001110,0.4994831388789853,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 0)",0
0001001111,0.48959318599313273,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 1)",0
0001010000,0.1791660676522428,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 0)",0
0001010001,0.2046177335582558,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 1)",0
0001010010,0.23348487543768337,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 0)",0
0001010011,0.3366763257548423,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 1)",0
0001010100,0.37000030879230816,"(0, 0, 0, 1, 0, 1, 0, 1, 0, 0)",0
0001010101,0.4093293174229916,"(0, 0, 0, 1, 0, 1, 0, 1, 0, 1)",0
0001010110,0.47783878660887125,"(0, 0, 0, 1, 0, 1, 0, 1, 1, 0)",0
0001010111,0.47349949154607895,"(0, 0, 0, 1, 0, 1, 0, 1, 1, 1)",0
0001011000,0.31749851583506117,"(0, 0, 0, 1, 0, 1, 1, 0, 0, 0)",0
0001011001,0.43434683897060145,"(0, 0, 0, 1, 0, 1, 1, 0, 0, 1)",0
0001011010,0.4854446336261719,"(0, 0, 0, 1, 0, 1, 1, 0, 1, 0)",0
0001011011,0.3863137086637993,"(0, 0, 0, 1, 0, 1, 1, 0, 1, 1)",0
0001011100,0.38832460969056537,"(0, 0, 0, 1, 0, 1, 1, 1, 0, 0)",0
0001011101,0.4955446983167755,"(0, 0, 0, 1, 0, 1, 1, 1, 0, 1)",0
0001011110,0.5087055556075164,"(0, 0, 0, 1, 0, 1, 1, 1, 1, 0)",0
0001011111,0.639289382551994,"(0, 0, 0, 1, 0, 1, 1, 1, 1, 1)",0
0001100000,0.14403383175356876,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0
0001100001,0.26673013826679814,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 1)",0
0001100010,0.33898520001589016,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 0)",0
0001100011,0.3779270512511409,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 1)",0
0001100100,0.18110099030873045,"(0, 0, 0, 1, 1, 0, 0, 1, 0, 0)",0
0001100101,0.41557644359347734,"(0, 0, 0, 1, 1, 0, 0, 1, 0, 1)",0
0001100110,0.3590081547350795,"(0, 0, 0, 1, 1, 0, 0, 1, 1, 0)",0
0001100111,0.3373444413992361,"(0, 0, 0, 1, 1, 0, 0, 1, 1, 1)",0
0001101000,0.299259739834242,"(0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0
0001101001,0.49815010906550766,"(0, 0, 0, 1, 1, 0, 1, 0, 0, 1)",0
0001101010,0.41065491552593403,"(0, 0, 0, 1, 1, 0, 1, 0, 1, 0)",0
0001101011,0.5509135343887229,"(0, 0, 0, 1, 1, 0, 1, 0, 1, 1)",0
0001101100,0.40961750998541757,"(0, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0
0001101101,0.5340265169153254,"(0, 0, 0, 1, 1, 0, 1, 1, 0, 1)",0
0001101110,0.5283301956494002,"(0, 0, 0, 1, 1, 0, 1, 1, 1, 0)",0
0001101111,0.5312355539150729,"(0, 0, 0, 1, 1, 0, 1, 1, 1, 1)",0
0001110000,0.22518629486442196,"(0, 0, 0, 1, 1, 1, 0, 0, 0, 0)",0
0001110001,0.3695978550230597,"(0, 0, 0, 1, 1, 1, 0, 0, 0, 1)",0
0001110010,0.3452411924282876,"(0, 0, 0, 1, 1, 1, 0, 0, 1, 0)",0
0001110011,0.44619041523874997,"(0, 0, 0, 1, 1, 1, 0, 0, 1, 1)",0
0001110100,0.3650892214450183,"(0, 0, 0, 1, 1, 1, 0, 1, 0, 0)",0
