,0000001011,0100111001,0110000101,0110101001,1100001011,1100101110,1101011011,1110000110,1111111111
0000001011,3,0,0,0,1,0,0,0,6
0100111001,3,4,0,0,0,0,0,0,3
0110000101,0,0,0,0,0,0,0,0,10
0110101001,0,0,0,0,0,0,0,0,10
1100001011,0,0,0,0,0,0,1,0,9
1100101110,0,1,0,0,0,2,0,1,6
1101011011,0,0,0,0,1,0,1,0,8
1110000110,0,0,3,0,0,1,0,0,6
1111111111,0,0,0,0,0,0,1,0,9
