,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.04546530363038103,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.15360660314252977,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.1509891763474712,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.08453106659091723,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.3057257390586286,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.3187664170976268,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.37670046232452314,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.03014900557395186,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.10487203604047181,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.2795490768776214,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.2972464137433418,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.2596620053175663,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.20840438001405712,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.2682410839968624,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.38162343952760014,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.1276442981512037,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.28947684003166085,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.24830152009868742,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.26654586783585565,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.1424421074778158,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.31291428215876627,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.38071254620055006,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.3688196194050027,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.23516656094391514,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.18269932670428496,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.44012512836147377,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.27779873042085523,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.42013010095931574,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
0000011101,0.3069879483157357,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",0
0000011110,0.4037292743011457,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",0
0000011111,0.40893195524409387,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",0
0000100000,0.052723991922661397,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
0000100001,0.2514681923048059,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0
0000100010,0.17892898053232836,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0
0000100011,0.39361792228035186,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1)",0
0000100100,0.12712793783141685,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
0000100101,0.2712982773757443,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1)",0
0000100110,0.22879483360042768,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0)",0
0000100111,0.41065471469790477,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1)",0
0000101000,0.12041334405471907,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0
0000101001,0.131064811827729,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 1)",0
0000101010,0.23565767198918558,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0)",0
0000101011,0.5043453154615679,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 1)",0
0000101100,0.44579033587978373,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0)",0
0000101101,0.33924870734473617,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 1)",0
0000101110,0.35233722838515935,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0)",0
0000101111,0.6445713729294664,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 1)",1
0000110000,0.09256651041921672,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",0
0000110001,0.2234836718895704,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 1)",0
