,0011011100,0011100011,0111100111,0111111001,1001011111,1011011001,1111111111
0011011100,0,0,0,0,1,0,9
0011100011,0,4,0,0,0,0,6
0111100111,0,0,2,0,0,0,8
0111111001,0,1,0,0,0,0,9
1001011111,0,0,0,0,4,0,6
1011011001,0,0,0,0,1,1,8
1111111111,0,0,0,0,1,0,9
