,0010101001,0011001101,0011010111,0100110110,0101010110,0101111000,0110010010,1001110000,1001110110,1001111011,1010111011,1011110100,1100011010,1100100100,1100101111,1101010101,1110111100,1111011001,1111111111
0010101001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0011001101,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0011010111,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0100110110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8
0101010110,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0101111000,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,7
0110010010,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4
1001110000,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,4
1001110110,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
1001111011,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,4
1010111011,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1011110100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1100011010,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6
1100100100,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,6
1100101111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,7
1101010101,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
1110111100,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8
1111011001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,4
1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
