_id,index,availableCount,timeoutStartedAt,timedOutAt,queuedPlayerIds,playerIds,gameId,treatmentId,batchId,lobbyConfigId,createdAt
Q4WYd8WmmBfiEpsQb,12,1,,,4q2XapiB9xsLJY5Ce,4q2XapiB9xsLJY5Ce,Q4WYd8WmmBfiEpsQb,bSFtXoybLdfbxAvuC,fW98PEkqzqJwkRHLs,SAxgcmru9QjLxry7Z,2021-03-05T22:48:54Z
bXNuncdqcJsgNkWBt,13,1,,,tjYyFrJzDg2c3FNN2,tjYyFrJzDg2c3FNN2,bXNuncdqcJsgNkWBt,bSFtXoybLdfbxAvuC,fW98PEkqzqJwkRHLs,SAxgcmru9QjLxry7Z,2021-03-05T22:48:54Z
rvYvGGY3eQDoMEcou,14,1,,,hjKd8xZq9NoRhmbcB,hjKd8xZq9NoRhmbcB,rvYvGGY3eQDoMEcou,bSFtXoybLdfbxAvuC,fW98PEkqzqJwkRHLs,SAxgcmru9QjLxry7Z,2021-03-05T22:48:54Z
77HogCLBxgJQBbG6N,15,1,,,xEKAS3dMqdH3thjHq,xEKAS3dMqdH3thjHq,77HogCLBxgJQBbG6N,bSFtXoybLdfbxAvuC,fW98PEkqzqJwkRHLs,SAxgcmru9QjLxry7Z,2021-03-05T22:48:54Z
SfASHCxLwf8rmXRmz,16,1,,,wWfZjAmbkBjo2NA9H,wWfZjAmbkBjo2NA9H,SfASHCxLwf8rmXRmz,Sp4ZsQfFWLbNshvoM,fW98PEkqzqJwkRHLs,SAxgcmru9QjLxry7Z,2021-03-05T22:48:54Z
kG6WRBk2LrAxum2Sp,17,1,,,KmXhaZ7EtwrhCAd9s,KmXhaZ7EtwrhCAd9s,kG6WRBk2LrAxum2Sp,bSFtXoybLdfbxAvuC,fW98PEkqzqJwkRHLs,SAxgcmru9QjLxry7Z,2021-03-05T22:48:54Z
hEzauMsbZEy9MAPX2,18,1,,,2dgQsDhmpzFwFL54e,2dgQsDhmpzFwFL54e,hEzauMsbZEy9MAPX2,bSFtXoybLdfbxAvuC,fW98PEkqzqJwkRHLs,SAxgcmru9QjLxry7Z,2021-03-05T22:48:54Z
BPgEMaLHYekoyr6Qk,19,1,,,jyhqJnJqmTcyqQeFr,jyhqJnJqmTcyqQeFr,BPgEMaLHYekoyr6Qk,Sp4ZsQfFWLbNshvoM,fW98PEkqzqJwkRHLs,SAxgcmru9QjLxry7Z,2021-03-05T22:48:54Z
2euySomHoNqacASTh,0,1,,,,,,bSFtXoybLdfbxAvuC,dozaN5LPKbXf6hfbx,SAxgcmru9QjLxry7Z,2021-03-06T02:57:57Z
X9kNpdscGrTMFWQAq,1,1,,,bnZMAt3N2iYBaE3x6,bnZMAt3N2iYBaE3x6,X9kNpdscGrTMFWQAq,Sp4ZsQfFWLbNshvoM,dozaN5LPKbXf6hfbx,SAxgcmru9QjLxry7Z,2021-03-06T02:57:57Z
fbbaxLe8EhxokXaFy,2,1,,,N44pwETmbPaxKCbwe,N44pwETmbPaxKCbwe,fbbaxLe8EhxokXaFy,Sp4ZsQfFWLbNshvoM,dozaN5LPKbXf6hfbx,SAxgcmru9QjLxry7Z,2021-03-06T02:57:57Z
ufk5MJ39toqAMBwB8,3,1,,,,,,Sp4ZsQfFWLbNshvoM,dozaN5LPKbXf6hfbx,SAxgcmru9QjLxry7Z,2021-03-06T02:57:57Z
mrvJocjwG6p5Ah7Sb,4,1,,,,,,bSFtXoybLdfbxAvuC,dozaN5LPKbXf6hfbx,SAxgcmru9QjLxry7Z,2021-03-06T02:57:57Z
gDQkfswx2LJdxYgkf,5,1,,,,,,bSFtXoybLdfbxAvuC,dozaN5LPKbXf6hfbx,SAxgcmru9QjLxry7Z,2021-03-06T02:57:57Z
