_id,name,timeoutType,timeoutInSeconds,timeoutStrategy,timeoutBots,extendCount,createdAt,archivedAt
Ph2NcMyeW67xQozJw,First_lobby,lobby,300,fail,,,2021-01-23T00:05:29Z,
