_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,lastLogin,data.introQuiz,data.avatar,data.score,data.exitQuiz
Bxung8u85NemqbL3j,5f050c222c19677febfe6579,"{""PROLIFIC_PID"":""5f050c222c19677febfe6579"",""STUDY_ID"":""60500110c4af73f8ca148018"",""SESSION_ID"":""6050fd83c4a85b1e209eb62d""}",,2021-03-16T19:07:18Z,,,ExitSurvey,2021-03-17T18:50:04Z,gameCancelled,,,2021-03-16T18:49:09Z,{""at"":""2021-03-16T18:49:09.965Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/Bxung8u85NemqbL3j,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""I had to go to the bathroom and it sucked not having a pause option""}"
Xc2vNvN8kZ2tDmv2Y,5d1d0270601cd7000172942f,"{""PROLIFIC_PID"":""5d1d0270601cd7000172942f"",""STUDY_ID"":""60500110c4af73f8ca148018"",""SESSION_ID"":""6050fdb87498f32995167b0d""}",,2021-03-16T18:50:52Z,,,ExitSurvey,2021-03-17T18:50:04Z,gameCancelled,,,2021-03-16T18:49:58Z,{""at"":""2021-03-16T18:49:58.730Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/Xc2vNvN8kZ2tDmv2Y,0,"{""task1"":""hard"",""task2"":""easy"",""task3"":""med"",""feedback"":""""}"
g5NYJ3EwHW6ERmKih,5efa5ee9526cb014da183efe,"{""PROLIFIC_PID"":""5efa5ee9526cb014da183efe"",""STUDY_ID"":""60500110c4af73f8ca148018"",""SESSION_ID"":""6050fdc2e8cfc527c2293bb6""}",,2021-03-16T18:51:39Z,,,ExitSurvey,2021-03-17T18:50:04Z,gameCancelled,,,2021-03-16T18:50:26Z,{""at"":""2021-03-16T18:50:26.960Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/g5NYJ3EwHW6ERmKih,0,"{""task1"":""med"",""task2"":""hard"",""task3"":""easy"",""feedback"":""What was the correlation between the shapes and your score? Did each shape have its own inherent value or did the shape's value depend on another shape or multiple shapes.""}"
T3guY7AooWBFrLBqA,5b91f3f9d99ca20001ef6d8b,"{""PROLIFIC_PID"":""5b91f3f9d99ca20001ef6d8b"",""STUDY_ID"":""60500110c4af73f8ca148018"",""SESSION_ID"":""6050fc7e7608dc1e8d0e141f""}",,2021-03-16T18:52:42Z,,,ExitSurvey,2021-03-17T18:50:04Z,gameCancelled,,,2021-03-16T18:50:30Z,{""at"":""2021-03-16T18:50:31.314Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/T3guY7AooWBFrLBqA,0,"{""task1"":""med"",""task2"":""hard"",""task3"":""easy"",""feedback"":""No.""}"
pPH6yp6vBAMz7uEDT,5830b22cb232860001b1107a,"{""PROLIFIC_PID"":""5830b22cb232860001b1107a"",""STUDY_ID"":""60500110c4af73f8ca148018"",""SESSION_ID"":""6050fde0c60f1e60bfd2fb5b""}",,2021-03-16T18:54:41Z,,,ExitSurvey,2021-03-17T18:50:04Z,gameCancelled,,,2021-03-16T18:50:53Z,{""at"":""2021-03-16T18:50:54.186Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/pPH6yp6vBAMz7uEDT,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""I find this experiment odd and wonder what species of animals""}"
JHChXp8DYdYSs2Dcn,56797198c3041a0012b64b5e,"{""PROLIFIC_PID"":""56797198c3041a0012b64b5e"",""STUDY_ID"":""60500110c4af73f8ca148018"",""SESSION_ID"":""6050fe5daa0999a57835dcba""}",,2021-03-16T18:54:10Z,,,ExitSurvey,2021-03-17T18:50:04Z,gameCancelled,,,2021-03-16T18:53:02Z,{""at"":""2021-03-16T18:53:03.010Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/JHChXp8DYdYSs2Dcn,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""no""}"
qBCpfDorzfanPqPr9,5cfb5233df7d70001619ca90,"{""PROLIFIC_PID"":""5cfb5233df7d70001619ca90"",""STUDY_ID"":""60500110c4af73f8ca148018"",""SESSION_ID"":""6050fe6a3dd781266d4b2828""}",,2021-03-16T18:58:39Z,,,ExitSurvey,2021-03-17T18:50:04Z,gameCancelled,,,2021-03-16T18:55:14Z,{""at"":""2021-03-16T18:55:14.439Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/qBCpfDorzfanPqPr9,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""Great experiment.""}"
fT8zfrYREvrFhaSyp,5ca6046dbbb3040012c2ba7d,"{""PROLIFIC_PID"":""5ca6046dbbb3040012c2ba7d"",""STUDY_ID"":""60500110c4af73f8ca148018"",""SESSION_ID"":""6050fd48e9b6a8f93338cad9""}",,2021-03-16T19:06:22Z,,,ExitSurvey,2021-03-17T18:50:04Z,gameCancelled,,,2021-03-16T19:00:01Z,{""at"":""2021-03-16T19:00:01.766Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/fT8zfrYREvrFhaSyp,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""Fun!""}"
yKJ6yRfBDLJoqgsi6,aeuoidu,{},,2021-03-16T21:35:21Z,,,,2021-03-17T18:50:04Z,gameCancelled,,,2021-03-16T21:34:45Z,{""at"":""2021-03-16T21:34:45.532Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/yKJ6yRfBDLJoqgsi6,0,
ggRPN4Ds4YsS6gWZR,aeiuod,{},,2021-03-17T18:50:58Z,,,,2021-03-17T18:55:05Z,finished,,,2021-03-17T18:50:49Z,{""at"":""2021-03-17T18:50:50.066Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/ggRPN4Ds4YsS6gWZR,0,
yiNQTGXWMckDXfagx,eouioedh,{},,2021-03-17T18:55:42Z,,,,2021-03-17T18:58:13Z,gameCancelled,,,2021-03-17T18:55:36Z,{""at"":""2021-03-17T18:55:37.114Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/yiNQTGXWMckDXfagx,0,
9ojKoMHLR2DxZ5E46,5ea480357f289b03f27ce9ad,"{""PROLIFIC_PID"":""5ea480357f289b03f27ce9ad"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""60554fb3dcb34b7064830751""}",,2021-03-20T01:30:09Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-20T01:29:10Z,{""at"":""2021-03-20T01:29:10.787Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/9ojKoMHLR2DxZ5E46,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""enjoyable""}"
NeoYvqEsvvLWu6TpK,5ef1b77f5bc64a04f4c68141,"{""PROLIFIC_PID"":""5ef1b77f5bc64a04f4c68141"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605551a5425d1ec6e4ba7f9a""}",,2021-03-20T01:39:55Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-20T01:38:18Z,{""at"":""2021-03-20T01:38:19.071Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/NeoYvqEsvvLWu6TpK,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""""}"
hbg6wj7mGmadkfLQL,600cd8653381f84b2b78fe19,"{""PROLIFIC_PID"":""600cd8653381f84b2b78fe19"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""6055539f4957b1b595e9c4b1""}",,2021-03-20T01:47:35Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-20T01:45:44Z,{""at"":""2021-03-20T01:50:20.653Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/hbg6wj7mGmadkfLQL,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""""}"
wgDSzgkzDbaZP3gag,5dcdcf1f3d341109f64a5127,"{""PROLIFIC_PID"":""5dcdcf1f3d341109f64a5127"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605553b17bfc57792c976000""}",,2021-03-20T01:47:44Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-20T01:45:45Z,{""at"":""2021-03-20T01:49:06.242Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/wgDSzgkzDbaZP3gag,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""Nope!""}"
bPXR6MB96rPjmmqNS,5fe53228a4d8243510cf2a0d,"{""PROLIFIC_PID"":""5fe53228a4d8243510cf2a0d"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605554d57a0844cb526577e4""}",,2021-03-20T01:51:28Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-20T01:50:58Z,{""at"":""2021-03-20T01:50:58.447Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/bPXR6MB96rPjmmqNS,0,"{""task1"":""hard"",""task2"":""easy"",""task3"":""med"",""feedback"":""""}"
Kaht3PgNkiXhJ74is,5753642c6fb8fc0006d19124,"{""PROLIFIC_PID"":""5753642c6fb8fc0006d19124"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""6055550800a20acf046472d7""}",,2021-03-20T01:54:24Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-20T01:52:30Z,{""at"":""2021-03-20T01:52:31.150Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/Kaht3PgNkiXhJ74is,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""Not really.""}"
w9oRjDGcQ9dKLnSiT,5dd70de43269926aec722f9b,"{""PROLIFIC_PID"":""5dd70de43269926aec722f9b"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a189518c549be417c51d6""}",,2021-03-23T16:37:01Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:35:26Z,{""at"":""2021-03-23T16:35:28.846Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/w9oRjDGcQ9dKLnSiT,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""No""}"
MK8zqT6FQQ4kER85J,5d1406b25cc82a0001ef7533,"{""PROLIFIC_PID"":""5d1406b25cc82a0001ef7533"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a19599bd304880419d4fc""}",,2021-03-23T16:38:59Z,,,,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:38:11Z,{""at"":""2021-03-23T16:38:11.645Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/MK8zqT6FQQ4kER85J,0,
EYDYxF98tbuNsZTnq,5efb5648d7ea0e08aa5d1179,"{""PROLIFIC_PID"":""5efb5648d7ea0e08aa5d1179"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a193ea2beb4db3c66be01""}",,2021-03-23T16:40:29Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:39:15Z,{""at"":""2021-03-23T19:32:28.367Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/EYDYxF98tbuNsZTnq,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""""}"
KHwoPzaG2Buf5epFS,5efcf906346ca111efac889f,"{""PROLIFIC_PID"":""5efcf906346ca111efac889f"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a19e9c0cd662cee6794cd""}",,2021-03-23T16:42:00Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:40:45Z,{""at"":""2021-03-23T16:40:45.816Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/KHwoPzaG2Buf5epFS,0,"{""task1"":""med"",""task2"":""hard"",""task3"":""easy"",""feedback"":""""}"
LEX3HPGheCsCHQqLq,5f1f23a738fd760dc6c77ec1,"{""PROLIFIC_PID"":""5f1f23a738fd760dc6c77ec1"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1a37161c3e5909d4d5d0""}",,2021-03-23T16:43:15Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:41:48Z,{""at"":""2021-03-23T16:41:48.470Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/LEX3HPGheCsCHQqLq,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""No.""}"
PSMhcuWTaKyHmJQLY,5f2c2ba4ddc060087fe211a8,"{""PROLIFIC_PID"":""5f2c2ba4ddc060087fe211a8"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1aa0c3674dd246bfc7db""}",,2021-03-23T16:45:22Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:44:09Z,{""at"":""2021-03-23T16:44:09.383Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/PSMhcuWTaKyHmJQLY,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""""}"
M2RryF7gcEtucSnu4,5d1e1b45965f7a001bd6508c,"{""PROLIFIC_PID"":""5d1e1b45965f7a001bd6508c"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1ad212556a6971819aec""}",,2021-03-23T16:45:48Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:44:52Z,{""at"":""2021-03-23T16:44:52.815Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/M2RryF7gcEtucSnu4,0,"{""task1"":""med"",""task2"":""easy"",""task3"":""hard"",""feedback"":""It was interesting""}"
ihGyphcPu2ZRvqvcJ,5f91fe1f5ed1060f5afb58a7,"{""PROLIFIC_PID"":""5f91fe1f5ed1060f5afb58a7"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1ae9ae8adf4e25be8ae5""}",,2021-03-23T16:46:18Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:44:57Z,{""at"":""2021-03-23T16:44:58.233Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/ihGyphcPu2ZRvqvcJ,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""""}"
aLBLQN47pTww3DgKp,5d4c7aa8f05d320001760340,"{""PROLIFIC_PID"":""5d4c7aa8f05d320001760340"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1b32357c82d1f8565adf""}",,2021-03-23T16:47:17Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:46:27Z,{""at"":""2021-03-23T16:46:28.243Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/aLBLQN47pTww3DgKp,0,"{""task1"":""hard"",""task2"":""easy"",""task3"":""med"",""feedback"":""""}"
PoqKi7FuvCcApPFoQ,57188300a459c1001211a7f2,"{""PROLIFIC_PID"":""57188300a459c1001211a7f2"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1b5ed94ca0ee96856f95""}",,2021-03-23T16:49:25Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:47:39Z,{""at"":""2021-03-23T16:47:40.190Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/PoqKi7FuvCcApPFoQ,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""Thank you for this interesting experiment.""}"
LAnMbfRnDC9uSK4XJ,5c83277df2d62e001875cc53,"{""PROLIFIC_PID"":""5c83277df2d62e001875cc53"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1bc02b61f850e989dbd9""}",,2021-03-23T16:50:33Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:48:29Z,{""at"":""2021-03-23T16:48:30.343Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/LAnMbfRnDC9uSK4XJ,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""""}"
YyHpHh8jDmbuwHdR8,5f4eb642ce413e0ecc88e227,"{""PROLIFIC_PID"":""5f4eb642ce413e0ecc88e227"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1bf66d66c19c8601c2b6""}",,2021-03-23T16:49:56Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:49:11Z,{""at"":""2021-03-23T16:49:11.537Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/YyHpHh8jDmbuwHdR8,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""N/A""}"
QtK8HbkYFfpyMoR3i,5dc899f7d987355fcb3d6ac7,"{""PROLIFIC_PID"":""5dc899f7d987355fcb3d6ac7"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1bf977443a23541a7fc6""}",,2021-03-23T16:51:22Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:50:00Z,{""at"":""2021-03-23T16:50:00.888Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/QtK8HbkYFfpyMoR3i,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""interesting""}"
45jkDKxrvypyTW2xr,5e7cf03fea45cb369b402703,"{""PROLIFIC_PID"":""5e7cf03fea45cb369b402703"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1c4bf728ca59d124f1e3""}",,2021-03-23T16:53:23Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:50:42Z,{""at"":""2021-03-23T16:51:58.998Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/45jkDKxrvypyTW2xr,0,"{""task1"":""hard"",""task2"":""easy"",""task3"":""med"",""feedback"":""""}"
QrbRCYWuMphfJeYPG,601f226df4c4d4437ef440ba,"{""PROLIFIC_PID"":""601f226df4c4d4437ef440ba"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1c378d23b8d3d8b12a2e""}",,2021-03-23T17:03:21Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:51:10Z,{""at"":""2021-03-23T16:51:10.563Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/QrbRCYWuMphfJeYPG,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""I have no other comments other than this was a very unique experiment. ""}"
GQJbbPYsxqmiAHoq4,5c935d881754ba001b25697a,"{""PROLIFIC_PID"":""5c935d881754ba001b25697a"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1cc04eec1c06e3044621""}",,2021-03-23T16:53:55Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:52:38Z,{""at"":""2021-03-23T16:52:39.340Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/GQJbbPYsxqmiAHoq4,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""No.""}"
PYxzwT7PhtZ9pS4u2,602334a028aa83197573c171,"{""PROLIFIC_PID"":""602334a028aa83197573c171"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1cccbb0a3a69c2b22974""}",,2021-03-23T16:53:59Z,,,,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:52:54Z,{""at"":""2021-03-23T16:52:54.990Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/PYxzwT7PhtZ9pS4u2,0,
KvsjS4vhMoMdefEKv,5e8296e802677c9c70b3cd84,"{""PROLIFIC_PID"":""5e8296e802677c9c70b3cd84"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1cf2da3b77d7dfb1e845""}",,2021-03-23T16:54:07Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:53:24Z,{""at"":""2021-03-23T16:53:24.673Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/KvsjS4vhMoMdefEKv,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""I liked this.""}"
qBh2BHyC4ufNLyLfg,5ec4465c16290213a8e30fd5,"{""PROLIFIC_PID"":""5ec4465c16290213a8e30fd5"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1cfd41cdc591daad9014""}",,2021-03-23T16:56:00Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:53:33Z,{""at"":""2021-03-23T16:53:33.566Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/qBh2BHyC4ufNLyLfg,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""No""}"
98F4qTHtdeh8oPaAY,5f768b607107d413d47b2303,"{""PROLIFIC_PID"":""5f768b607107d413d47b2303"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1d0d231ca80b88435b7b""}",,2021-03-23T16:55:32Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:53:59Z,{""at"":""2021-03-23T17:01:32.679Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/98F4qTHtdeh8oPaAY,0,"{""task1"":""easy"",""task2"":""hard"",""task3"":""med"",""feedback"":""""}"
aNphLj7bDCzadhNsw,5c3820ee1ede2b0001155929,"{""PROLIFIC_PID"":""5c3820ee1ede2b0001155929"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1cffc0481cc2d7ac7e52""}",,2021-03-23T16:55:51Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:55:13Z,{""at"":""2021-03-23T16:55:14.224Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/aNphLj7bDCzadhNsw,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""Great!""}"
g7ju8AcwjACvqnDBu,600b162565eb1c0f1351081e,"{""PROLIFIC_PID"":""600b162565eb1c0f1351081e"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1d6b74bb33530ad85e23""}",,2021-03-23T16:56:54Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:55:40Z,{""at"":""2021-03-23T16:55:40.768Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/g7ju8AcwjACvqnDBu,0,"{""task1"":""hard"",""task2"":""easy"",""task3"":""med"",""feedback"":""""}"
hys7WJGETTrN8G3Sd,5cab4ce7fc216d0016162830,"{""PROLIFIC_PID"":""5cab4ce7fc216d0016162830"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1db2947802a0c30eaa66""}",,2021-03-23T16:58:45Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:56:52Z,{""at"":""2021-03-23T16:56:53.278Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/hys7WJGETTrN8G3Sd,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""n/a""}"
uecHsAedG8Nf3WXGd,5f3ca0a3e30eacb376290fe1,"{""PROLIFIC_PID"":""5f3ca0a3e30eacb376290fe1"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1dd4f10cd09c2262e873""}",,2021-03-23T16:59:15Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:57:40Z,{""at"":""2021-03-23T16:57:41.083Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/uecHsAedG8Nf3WXGd,0,"{""task1"":""hard"",""task2"":""easy"",""task3"":""med"",""feedback"":""no..everything went well""}"
FqHza6vcm5T3EnZyd,5dde21012a30acd8ada645ec,"{""PROLIFIC_PID"":""5dde21012a30acd8ada645ec"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1df366c495aeec245084""}",,2021-03-23T16:59:04Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:57:50Z,{""at"":""2021-03-23T16:57:50.638Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/FqHza6vcm5T3EnZyd,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""no . didnt quite uinderstand even after carefully re reading""}"
926rQW9pe5FsgDgSG,55a2fa33fdf99b073cd94947,"{""PROLIFIC_PID"":""55a2fa33fdf99b073cd94947"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a1ddcbd8869f7478f60a0""}",,2021-03-23T16:58:31Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T16:57:51Z,{""at"":""2021-03-23T16:57:52.378Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/926rQW9pe5FsgDgSG,0,"{""task1"":""hard"",""task2"":""med"",""task3"":""easy"",""feedback"":""No.""}"
PTgxoHu49xu8EExLu,5f5bac39ce8ed832aa378a53,"{""PROLIFIC_PID"":""5f5bac39ce8ed832aa378a53"",""STUDY_ID"":""60554da61aebd3408e394332"",""SESSION_ID"":""605a295313df624e72498b7b""}",,2021-03-23T17:48:22Z,,,ExitSurvey,2021-03-23T22:00:24Z,gameCancelled,,,2021-03-23T17:46:42Z,{""at"":""2021-03-23T17:46:43.106Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/PTgxoHu49xu8EExLu,0,"{""task1"":""med"",""task2"":""hard"",""task3"":""easy"",""feedback"":""Really hard to think like an animal sometimes.""}"
wc2khgiNdqb2zJFnC,oeuaio,{},,2021-03-23T22:01:39Z,,,ExitSurvey,2021-03-23T22:02:55Z,finished,,,2021-03-23T22:01:34Z,{""at"":""2021-03-23T22:01:34.230Z""},"{""goal"":""true"",""selectorColor"":""true"",""bonus"":""true""}",/avatars/jdenticon/wc2khgiNdqb2zJFnC,0,"{""task1"":""easy"",""task2"":""med"",""task3"":""hard"",""feedback"":""oueihudthint""}"
